,SGC ID for Component,Comp Acc Mass,mz,SMILES,IA,IA_Peak1,IA_Peak2,IA_Rs,IA_ΔRT,IA_Mean RT,k1,k2,IA_α,IB,IB_Peak1,IB_Peak2,IB_Rs,IB_ΔRT,IB_Mean RT,k1,k2,IB_α,IC,IC_Peak1,IC_Peak2,IC_Rs,IC_ΔRT,IC_Mean RT,k1,k2,IC_α,IG,IG_Peak1,IG_Peak2,IG_Rs,IG_ΔRT,IG_Mean RT,k1,k2,IG_α
5156,XS845528a,371.1445333,372.1518183,CC(NC(=O)CCCC1=NN=C(O1)C=2C=CC=CC2)C=3C=CC(F)=C(F)C3,GREEN,12.026,12.45,0.848,0.424,12.238,23.052,23.9,1.036786396,GREEN,11.099,11.306,0.414,0.207,11.2025,21.198,21.612,1.019530144,GREEN,13.571,13.786,0.43,0.215,13.6785,26.142,27.572,1.054701247,GREEN,14.825,16.206,2.762,1.381,15.5155,28.65,31.412,1.096404887
5157,XS845527a,368.2212261,369.2285111,CC1=NN(C(C)=C1CNC(=O)C2CC(=O)N(CC(C)C)C2)C=3C=CC=CC3,single,,,,,,,,,GREEN,9.787,10.154,0.734,0.367,9.9705,18.574,19.308,1.039517605,GREEN,13.961,17.783,7.644,3.822,15.872,26.922,35.566,1.3210757,RED,,,,,,,,
5158,XS845525a,374.1300282,375.1373132,COCCNS(=O)(=O)C=1C=CC(=CC1)C(=O)NC2CCC=3C=CC=CC32,single,,,,,,,,,single,,,,,,,,,GREEN,12.262,12.814,1.104,0.552,12.538,23.524,25.628,1.089440571,GREEN,13.634,14.37,1.472,0.736,14.002,26.268,27.74,1.056037765
5159,XS845521a,368.1536208,369.1609058,COC=1C=CC=CC1C2(CC2)C(=O)NC3CCN(C3=O)C=4C=CC=CC4F,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,13.064,16.03,5.932,2.966,14.547,25.128,31.06,1.236071315
5160,XS839212b,370.0922607,371.0995457,COC=1C=CC(=CN1)NC(=O)NC(CS(=O)(=O)N(C)C)C(F)(F)F,GREEN,8.293,8.907,1.228,0.614,8.6,15.586,16.814,1.078788656,single,,,,,,,,,single,,,,,,,,,GREEN,10.036,10.707,1.342,0.671,10.3715,19.072,20.414,1.070364933
5161,XS845522a,375.0711334,376.0784184,CS(=O)(=O)N1CCCC1C(=O)NC2=NC=3C(=CC=C4C=CC=CC34)S2,GREEN,15.873,18.658,5.57,2.785,17.2655,30.746,36.316,1.181161777,single,,,,,,,,,single,,,,,,,,,GREEN,20.996,26.713,11.434,5.717,23.8545,40.992,52.426,1.278932475
5162,XS839545b,370.1365084,371.1437934,O=C(CC1=NOC(=N1)C2CCCC=3NN=NC32)N(CC(F)(F)F)C4CC4,GREEN,9.881,10.737,1.712,0.856,10.309,18.762,20.474,1.091248268,GREEN,8.777,9.015,0.476,0.238,8.896,16.554,17.03,1.02875438,GREEN,10.579,11.265,1.372,0.686,10.922,20.158,22.53,1.117670404,GREEN,13.064,14.676,3.224,1.612,13.87,25.128,28.352,1.128303088
5163,XS838313b,372.1586259,373.1659109,O=C(NC=1C=CC=CC1CC=2C=CC=CN2)C(=O)NC3CCC=4C=CC=NC43,GREEN,10.631,11.949,2.636,1.318,11.29,20.262,22.898,1.130095746,single,,,,,,,,,single,,,,,,,,,GREEN,19.811,22.629,5.636,2.818,21.22,38.622,44.258,1.145927192
5164,XS845524a,373.1936315,374.2009165,COC=1N=C(C)N=C(C1C)N2CCC3(CC3N(C)CC4=NC=CS4)CC2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,17.653,18.453,1.6,0.8,18.053,34.306,35.906,1.046639072
5165,CO000324b,366.2055761,367.2128611,O=C(NCC=1C=CN=C(C1)N2CCOCC2)NC(C=3C=CC=CC3)C4CC4,single,,,,,,,,,RED,,,,,,,,,single,,,,,,,,,RED,,,,,,,,
5166,XS334772c,375.1349692,376.1422542,CC1=CC=C(CNC(=O)N2CCC(C2)OC=3C=CC(Cl)=CC3)C(=O)N1C,GREEN,13.963,14.292,0.658,0.329,14.1275,26.926,27.584,1.024437347,single,,,,,,,,,single,,,,,,,,,GREEN,22.046,23.666,3.24,1.62,22.856,43.092,46.332,1.07518797
5167,XS845531a,368.0943114,369.1015964,COC(=O)CC(NC(=O)C1=CSC(=N1)C=2N=CC=CN2)C=3C=CC=CC3,GREEN,13.393,13.683,0.58,0.29,13.538,25.786,26.366,1.022492826,GREEN,13.727,13.936,0.418,0.209,13.8315,26.454,26.872,1.015801013,GREEN,18.739,20.346,3.214,1.607,19.5425,36.478,40.692,1.115521684,GREEN,17.45,19.105,3.31,1.655,18.2775,33.9,37.21,1.097640118
5168,XS845544a,377.0867835,378.0940685,CCS(=O)(=O)NC=1C=CC(=CC1)C=2CC(C3=CC=CS3)N(N2)C(C)=O,GREEN,13.171,17.892,9.442,4.721,15.5315,25.342,34.784,1.372583064,GREEN,13.641,14.079,0.876,0.438,13.86,26.282,27.158,1.033330797,GREEN,17.004,17.405,0.802,0.401,17.2045,33.008,34.81,1.054592826,GREEN,16.132,25.937,19.61,9.805,21.0345,31.264,50.874,1.627238997
5169,XS842090b,386.1623909,387.1696759,CCNC(=O)NC(=O)C(C)NC=1C=CC(OCC)=C(C1)S(=O)(=O)N(C)C,GREEN,9.881,10.372,0.982,0.491,10.1265,18.762,19.744,1.052339836,GREEN,10.012,10.209,0.394,0.197,10.1105,19.024,19.418,1.020710681,single,,,,,,,,,GREEN,14.427,21.822,14.79,7.395,18.1245,27.854,42.644,1.530982983
5170,XS549051b,382.1692708,383.1765558,O=C(CC=1C=CC(=CC1)NC(=O)C2CC2)NC3CCCOC=4C=C(F)C=CC43,check,,,,,,,,,GREEN,10.706,10.998,0.584,0.292,10.852,20.412,20.996,1.028610621,single,,,,,,,,,GREEN,14.236,15.393,2.314,1.157,14.8145,27.472,29.786,1.084231217
5171,XS845534a,383.1303625,384.1376475,O=C(C1NC=2C=CC=CC2S(=O)(=O)N1)N3CCC(=CC=4C=CC=CC4)CC3,RED,,,,,,,,,GREEN,16.23,16.89,1.32,0.66,16.56,31.46,32.78,1.041958042,GREEN,14.571,15.269,1.396,0.698,14.92,28.142,30.538,1.085139649,single,,,,,,,,
5172,XS840517b,387.2634253,388.2707103,CC(C)C(NC(=O)C12CC3CC(CC(C3)C2)C1)C(=O)NCCC=4N=CN(C)N4,GREEN,10.9,13.509,5.218,2.609,12.2045,20.8,26.018,1.250865385,single,,,,,,,,,GREEN,13.176,13.456,0.56,0.28,13.316,25.352,26.912,1.061533607,single,,,,,,,,
5173,XS837815b,376.189926,377.197211,C=CCN(C(=O)NCCN1C(=O)NC=2C=CC=CC21)C3CCC=4C=CC=CC43,check,,,,,,,,,GREEN,11.586,12.103,1.034,0.517,11.8445,22.172,23.206,1.046635396,single,,,,,,,,,GREEN,17.653,19.171,3.036,1.518,18.412,34.306,37.342,1.088497639
5174,XS845543a,379.1644395,380.1717245,CC(=O)NC=1C=CC=C(C1)C(C)NC(=O)C2=NN(C(=O)CN2)C=3C=CC=CC3,check,,,,,,,,,GREEN,12.001,12.357,0.712,0.356,12.179,23.002,23.714,1.03095383,GREEN,16.4,17.23,1.66,0.83,16.815,31.8,34.46,1.083647799,GREEN,11.557,11.934,0.754,0.377,11.7455,22.114,22.868,1.034096048
5175,XS845539a,385.1538748,386.1611598,CC1=CC(=NN1C=2C=CC=C(C#N)C2)NC(=O)C3CN(C)C(=O)C=4C=CC=CC43,single,,,,,,,,,single,,,,,,,,,GREEN,18.641,20.547,3.812,1.906,19.594,36.282,41.094,1.132627749,check,,,,,,,,
5176,XS845540a,386.9921261,387.9994111,O=C(CS(=O)CC=1C(Cl)=CC=CC1Cl)N2CCC=3SC=CC3C2,single,,,,,,,,,GREEN,16.453,17.981,3.056,1.528,17.217,31.906,34.962,1.095781358,GREEN,22.654,27.529,9.75,4.875,25.0915,44.308,55.058,1.242619843,RED,,,,,,,,
5177,XS845541a,378.2055761,379.2128611,CC1=NN(C(C)=C1C(=O)NCC(C2=CC=CO2)N3CCCC3)C=4C=CC=CC4,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5178,XS333363b,387.1365105,388.1437955,CN1N=CC=C1N2CCCC(C2=O)N(CC=3C=CC(C#N)=CC3)S(C)(=O)=O,GREEN,9.564,9.987,0.846,0.423,9.7755,18.128,18.974,1.046668138,GREEN,10.079,10.264,0.37,0.185,10.1715,19.158,19.528,1.019313081,GREEN,14.435,15.763,2.656,1.328,15.099,27.87,31.526,1.131180481,GREEN,12.826,16.358,7.064,3.532,14.592,24.652,31.716,1.286548759
5179,XS845536a,378.0441056,379.0513906,CC=1C=C(Cl)C=CC1OC(C)C(=O)OCC2=CC(=O)N3C=CSC3=N2,GREEN,20.958,23.389,4.862,2.431,22.1735,40.916,45.778,1.11882882,GREEN,19.167,19.479,0.624,0.312,19.323,37.334,37.958,1.016713987,check,,,,,,,,,RED,,,,,,,,
5180,XS564744b,386.0742233,387.0815083,CC1=NN(C)C=C1C2CCCN2C(=O)C3=CC=4C(Br)=CC=CC4N3,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
5181,XS845535a,377.1739416,378.1812266,CC1=NC=2C=CC=CC2C(=O)N1C=3C=CC(=CC3)C(=O)N4CCOCC(C)C4,single,,,,,,,,,GREEN,12.311,12.568,0.514,0.257,12.4395,23.622,24.136,1.021759377,single,,,,,,,,,check,,,,,,,,
5182,XS839651b,378.1361762,379.1434612,CCNC(=O)C=1C=C(N=C2C=CC=CC12)NS(=O)(=O)C(C)C(=O)N(C)C,RED,,,,,,,,,GREEN,7.459,14.459,14,7,10.959,13.918,27.918,2.005891651,GREEN,10.898,11.265,0.734,0.367,11.0815,20.796,22.53,1.08338142,RED,,,,,,,,
5183,XS845538a,381.1852552,382.1925402,CC1CN(CCN1C(=O)C=2C=CC=C(C2)NC(=O)C3CC3)C=4C=CC=CC4F,single,,,,,,,,,GREEN,13.186,13.498,0.624,0.312,13.342,25.372,25.996,1.024594041,GREEN,14.87,15.54,1.34,0.67,15.205,28.74,31.08,1.081419624,GREEN,15.109,15.616,1.014,0.507,15.3625,29.218,30.232,1.034704634
5184,XS841476b,379.2120584,380.2193434,CC1=NN2N=C(C=CC2=N1)N3CCCC(CNC(=O)NC=4C=CC(C)=CC4)C3,single,,,,,,,,,GREEN,15.531,15.785,0.508,0.254,15.658,30.062,30.57,1.01689841,GREEN,20.616,21.462,1.692,0.846,21.039,40.232,42.924,1.066911911,check,,,,,,,,
5185,XS631834b,380.1769784,381.1842634,COC=1C=CC(=CC1)C2CCCCCN2C(=O)CCN3CCCS3(=O)=O,RED,,,,,,,,,GREEN,12.835,13.546,1.422,0.711,13.1905,24.67,26.092,1.057640859,GREEN,20.635,23.416,5.562,2.781,22.0255,40.27,46.832,1.162950087,single,,,,,,,,
5186,XS845542a,380.1306969,381.1379819,CC=1C=CC(=CC1)N2CC(CC2=O)C(=O)NC3=CC=NN3CC4=CC=CS4,GREEN,11.949,17.704,11.51,5.755,14.8265,22.898,34.408,1.502663988,GREEN,11.765,13.946,4.362,2.181,12.8555,22.53,26.892,1.193608522,GREEN,13.581,15.045,2.928,1.464,14.313,26.162,30.09,1.150141426,GREEN,16.067,20.479,8.824,4.412,18.273,31.134,39.958,1.283420055
5187,XS840575b,382.1174128,383.1246978,CC(C)N(C)S(=O)(=O)C=1C=CC(=CC1)NC(=O)C(C)OCC(F)(F)F,RED,,,,,,,,,single,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
5188,XS838012b,383.1845063,384.1917913,CC(C)C1N(CC21CCOCC2)C(=O)C=3C=NNC3C=4C=CC=5OCOC5C4,GREEN,10.545,10.861,0.632,0.316,10.703,20.09,20.722,1.031458437,GREEN,11.399,11.661,0.524,0.262,11.53,21.798,22.322,1.024038903,GREEN,17.405,19.779,4.748,2.374,18.592,33.81,39.558,1.170008873,GREEN,14.618,15.202,1.168,0.584,14.91,28.236,29.404,1.041365633
5189,XS838539b,384.2161408,385.2234258,CC1=NN(C=C1CNC(=O)N2CCCC3(CCC=4C=CC=CC4O3)C2)CCO,GREEN,9.178,9.429,0.502,0.251,9.3035,17.356,17.858,1.028923715,check,,,,,,,,,single,,,,,,,,,GREEN,9.921,10.486,1.13,0.565,10.2035,18.842,19.972,1.059972402
5190,XS845537a,376.1346969,377.1419819,CN1N=C(C=C1OC(F)F)C(=O)N2CCCCC2C3=NC=4C=CC=CC4O3,single,,,,,,,,,GREEN,11.474,12.001,1.054,0.527,11.7375,21.948,23.002,1.048022599,GREEN,15.045,15.415,0.74,0.37,15.23,29.09,30.83,1.059814369,GREEN,15.533,15.862,0.658,0.329,15.6975,30.066,30.724,1.021885186
5191,XS841729b,379.123359,380.130644,CC1=NSC(=N1)N2CCN(CC2)C(C)C(=O)NCC=3C=CC(Cl)=CC3,GREEN,11.121,11.457,0.672,0.336,11.289,21.242,21.914,1.031635439,GREEN,11.016,11.242,0.452,0.226,11.129,21.032,21.484,1.021491061,GREEN,15.695,16.604,1.818,0.909,16.1495,30.39,33.208,1.092727871,GREEN,17.033,18.647,3.228,1.614,17.84,33.066,36.294,1.097622936
5192,XS840757b,384.1296917,385.1369767,CCOC(=O)C1=CC(=CN1C)NC(=O)C(C)OC=2C=CC=CC2C(F)(F)F,single,,,,,,,,,single,,,,,,,,,GREEN,14.116,14.337,0.442,0.221,14.2265,27.232,28.674,1.052952409,GREEN,17.299,18.203,1.808,0.904,17.751,33.598,35.406,1.053812727
5193,XS748515b,381.1147125,382.1219975,CC(NCC1=CSC(=N1)C=2C=CC=3OCOC3C2)(C(N)=O)C=4C=CC=CC4,single,,,,,,,,,single,,,,,,,,,GREEN,9.063,9.27,0.414,0.207,9.1665,17.126,18.54,1.082564522,GREEN,10.036,12.164,4.256,2.128,11.1,19.072,23.328,1.223154362
5194,XS845549a,388.1234635,389.1307485,CC=1C=CC(=CC1)N2CC(CC2=O)C(=O)OCC(=O)NC=3C=CC(F)=CC3F,GREEN,19.191,23.775,9.168,4.584,21.483,37.382,46.55,1.245251725,check,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5195,XS842148b,392.1736072,393.1808922,CCOC(=O)C(C)(NC(=O)CC1=COC=2C=C3CCCC3=CC12)C=4C=CC=NC4,single,,,,,,,,,GREEN,11.371,11.661,0.58,0.29,11.516,21.742,22.322,1.026676479,GREEN,15.617,17.162,3.09,1.545,16.3895,30.234,34.324,1.135278164,GREEN,19.342,25.456,12.228,6.114,22.399,37.684,49.912,1.324487846
5196,XS840907b,395.1746103,396.1818953,NC=1C(=CC=NC1C=2C=CC=CC2)C(=O)NC(CC=3C=CC=CN3)C=4C=CC=NC4,single,,,,,,,,,single,,,,,,,,,GREEN,14.337,16.652,4.63,2.315,15.4945,27.674,33.304,1.203440052,single,,,,,,,,
5197,XS836763b,388.1746699,389.1819549,COC=1C=CC(=CC1OC)C(CNC(=O)NC=2C=CC=C(C2)[N+]([O-])=O)N(C)C,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5198,XS011798e,395.0168483,396.0241333,O=C(COC=1C=CC(F)=CC1Br)NCC2COC=3C=CC=CC3O2,GREEN,17.26,17.704,0.888,0.444,17.482,33.52,34.408,1.026491647,GREEN,17.25,17.507,0.514,0.257,17.3785,33.5,34.014,1.015343284,single,,,,,,,,,single,,,,,,,,
5199,XS842029b,389.0964756,390.1037606,CC1=CSC(CN(CC2CCCO2)C(=O)C=3NC=4C=CC=CC4C3Cl)=N1,GREEN,16.271,16.855,1.168,0.584,16.563,31.542,32.71,1.037029992,GREEN,14.26,15,1.48,0.74,14.63,27.52,29,1.05377907,single,,,,,,,,,GREEN,24.999,26.565,3.132,1.566,25.782,48.998,52.13,1.063920976
5200,XS845548a,399.1252772,400.1325622,CCOC(=O)C=1SC=2N=CN(CC(=O)NC(C)C=3C=CC=CC3)C(=O)C2C1C,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5201,XS845546a,397.1936315,398.2009165,CC(C)(C)N1N=CN=C1CSC2=NC=C(C=3C=CC=CC3)N2CC4CCCO4,GREEN,10.054,10.554,1,0.5,10.304,19.108,20.108,1.052334101,check,,,,,,,,,GREEN,15.347,16.055,1.416,0.708,15.701,29.694,32.11,1.081363238,single,,,,,,,,
5202,XS166090d,399.1713548,400.1786398,CCN1CCN(CC1)C=2C=CC=CC2NC(=O)C3COC=4C=CC(Cl)=CC4C3,GREEN,6.015,6.397,0.764,0.382,6.206,11.03,11.794,1.069265639,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5203,XS845554a,394.1616606,395.1689456,O=C(NCC=1C=CC=C(C1)OCC(F)(F)F)C2CCCN(C2)C=3C=NC=CN3,GREEN,11.718,12.604,1.772,0.886,12.161,22.436,24.208,1.07898021,GREEN,11.399,11.68,0.562,0.281,11.5395,21.798,22.36,1.025782182,check,,,,,,,,,GREEN,13.29,14.37,2.16,1.08,13.83,25.58,27.74,1.08444097
5204,XS845550a,396.161997,397.169282,CC=1SC=2N=CN(CC(=O)NC3CCN(CC=4C=CC=CC4)C3)C(=O)C2C1C,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5205,XS845559a,396.0955345,397.1028195,COC=1C=CC(=CC1OC(F)F)NC(=O)C2CCCN2C(=O)C3=CC=CS3,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5206,XS845553a,398.1841719,399.1914569,CCNC(=O)COC=1C=CC(=CC1)NC(=O)C=2C=CC=CC2OCC3CCCO3,single,,,,,,,,,single,,,,,,,,,GREEN,24.7,25.182,0.964,0.482,24.941,48.4,50.364,1.040578512,GREEN,22.895,23.418,1.046,0.523,23.1565,44.79,45.836,1.023353427
5207,XS845547a,392.1017627,393.1090477,O=C(NCC=1C=CC(=NC1)OCC(F)(F)F)C2CC32CCS(=O)(=O)CC3,GREEN,9.688,9.881,0.386,0.193,9.7845,18.376,18.762,1.02100566,GREEN,9.3,9.639,0.678,0.339,9.4695,17.6,18.278,1.038522727,check,,,,,,,,,single,,,,,,,,
5208,XS845552a,390.1168767,391.1241617,CC(C=1C=CC(Cl)=CC1)N(C)C(=O)C2CCN(CC2)C(=O)C3=CC=CS3,GREEN,15.023,15.421,0.796,0.398,15.222,29.046,29.842,1.027404806,GREEN,14.251,15.269,2.036,1.018,14.76,27.502,29.538,1.07403098,check,,,,,,,,,GREEN,20.929,26.071,10.284,5.142,23.5,40.858,51.142,1.251701013
5209,XS845555a,396.2049074,397.2121924,COC=1C=C(C=CC1OCC(=O)NC(C)C)C(=O)NC2CCCC=3C=CC=CC32,single,,,,,,,,,GREEN,11.765,12.674,1.818,0.909,12.2195,22.53,24.348,1.08069241,GREEN,16.741,17.642,1.802,0.901,17.1915,32.482,35.284,1.086263161,RED,,,,,,,,
5210,XS840422b,397.1372595,398.1445445,O=C(N=C1SC=CN1CC=2C=CC=CC2F)C3CCCN(C3)C=4C=NC=CN4,GREEN,15.081,15.315,0.468,0.234,15.198,29.162,29.63,1.016048282,single,,,,,,,,,GREEN,22.295,22.684,0.778,0.389,22.4895,43.59,45.368,1.040789172,single,,,,,,,,
5211,XS840000b,390.1725617,391.1798467,CC=1C=CC(=C(C)C1)N2C=C(C=N2)NC(=O)N3CCCCC3CS(C)(=O)=O,GREEN,11.179,11.718,1.078,0.539,11.4485,21.358,22.436,1.050472891,GREEN,11.709,11.907,0.396,0.198,11.808,22.418,22.814,1.017664377,single,,,,,,,,,GREEN,16.31,19.954,7.288,3.644,18.132,31.62,38.908,1.230487034
5212,XS845545a,389.1573262,390.1646112,CC1=CN=C(S1)C2CCCCN2C(=O)C=3C=CC(=C(F)C3)N4CCOCC4,GREEN,18.284,19.823,3.078,1.539,19.0535,35.568,38.646,1.086538462,GREEN,15.785,16.336,1.102,0.551,16.0605,30.57,31.672,1.036048413,GREEN,16.761,27.478,21.434,10.717,22.1195,32.522,54.956,1.689809975,single,,,,,,,,
5213,XS837412b,393.0913902,394.0986752,CNS(=O)(=O)C=1C=CC=C(C1)C(C)NC(=O)N2CC=3C=CC=C(Cl)C3C2,check,,,,,,,,,single,,,,,,,,,GREEN,13.728,13.961,0.466,0.233,13.8445,26.456,27.922,1.055412761,GREEN,12.702,14.533,3.662,1.831,13.6175,24.404,28.066,1.150057368
5214,XS840932b,393.161246,394.168531,COC=1C=NC=C(C1)C(=O)NCC2CCN(CC2(F)F)C(=O)CN3C=CC=N3,GREEN,10.381,11.592,2.422,1.211,10.9865,19.762,22.184,1.122558446,single,,,,,,,,,single,,,,,,,,,GREEN,17.515,21.337,7.644,3.822,19.426,34.03,41.674,1.224625331
5215,XS845556a,391.1718334,392.1791184,O=C(CN1CCCC(C1)C2=NC=3C=CC=CC3S2)N4CCCC=5C=CC=CC54,single,,,,,,,,,GREEN,9.631,11.907,4.552,2.276,10.769,18.262,22.814,1.24926076,single,,,,,,,,,GREEN,11.386,11.711,0.65,0.325,11.5485,21.772,22.422,1.029854859
5216,XS845557a,393.2416272,394.2489122,CC1=CC(C)=C(NC(=O)CNC(=O)CN(C)C2CCCC=3C=CC=CC32)C(C)=C1,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5217,XS402023b,398.1179393,399.1252243,CC1=NN(CC(=O)NC(C)C=2C=CC=CC2Cl)C(C)=C1S(=O)(=O)N(C)C,RED,,,,,,,,,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5218,XS845558a,390.0215191,391.0288041,O=C(O)CCC(=O)N1N=C(CC1C2=CC=CO2)C=3C=CC(Br)=CC3,GREEN,13.779,14.264,0.97,0.485,14.0215,26.558,27.528,1.036523835,GREEN,12.864,13.508,1.288,0.644,13.186,24.728,26.016,1.052086703,GREEN,13.883,14.59,1.414,0.707,14.2365,26.766,29.18,1.090189046,GREEN,14.88,15.533,1.306,0.653,15.2065,28.76,30.066,1.045410292
5219,XS845551a,391.089539,392.096824,OC(COC=1C=CC(Br)=CC1)CN2CCN(CC2)C=3C=CC=CN3,single,,,,,,,,,RED,,,,,,,,,single,,,,,,,,,GREEN,9.028,9.653,1.25,0.625,9.3405,17.056,18.306,1.073287992
5220,XS845563a,414.1361762,415.1434612,CCNC(=O)NC(=O)C(C)OC(=O)C1=CC=2C(C)=NN(CC=3C=CC=CC3)C2S1,GREEN,14.623,19.457,9.668,4.834,17.04,28.246,37.914,1.342278553,GREEN,14.533,14.962,0.858,0.429,14.7475,28.066,28.924,1.030570797,single,,,,,,,,,GREEN,20.441,28.378,15.874,7.937,24.4095,39.882,55.756,1.398024171
5221,XS433796b,405.2164751,406.2237601,CNC(=O)C1=CC=2C=C(C=CC2N1)NC(=O)N3CCC(C3)N(C)CC=4C=CC=CC4,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5222,XS845576a,412.189926,413.197211,O=C(C=1C=CC=C(C1)OCC=2C=CC=NC2)N3CCCC(C3)C4=NC=5C=CC=CC5N4,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,12.364,14.476,4.224,2.112,13.42,23.728,27.952,1.178017532
5223,XS840782b,421.026597,422.033882,CC1CC(=NO1)NC(=O)C=2C=C(C(Cl)=CC2Cl)S(=O)(=O)N3CCOCC3,check,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5224,XS845566a,406.1805042,407.1877892,CC1=NN(C(C)=C1CN(C)C(=O)C2CC(=O)NC=3C=C(F)C=CC32)C=4C=CC=CC4,GREEN,11.553,12.912,2.718,1.359,12.2325,22.106,24.824,1.122953044,GREEN,11.86,12.693,1.666,0.833,12.2765,22.72,24.386,1.073327465,GREEN,17.573,19.297,3.448,1.724,18.435,34.146,38.594,1.13026416,GREEN,15.317,18.742,6.85,3.425,17.0295,29.634,36.484,1.231153405
5225,XS845573a,409.1071825,410.1144675,O=C(NC1=NC=2CCCC2S1)C3CC(=O)N(CC=4C=CC=C(C4)C(F)(F)F)C3,GREEN,17.387,21.879,8.984,4.492,19.633,33.774,42.758,1.266003435,GREEN,13.641,14.06,0.838,0.419,13.8505,26.282,27.12,1.03188494,GREEN,17.043,17.822,1.558,0.779,17.4325,33.086,35.644,1.077313667,single,,,,,,,,
5226,XS842457b,417.1180836,418.1253686,CCN(C(=O)C=1SC=2N=C(C)C=C(C)C2C1N3C=CC=C3)C4CCS(=O)(=O)C4,single,,,,,,,,,single,,,,,,,,,GREEN,23.243,27.603,8.72,4.36,25.423,45.486,55.206,1.213692125,GREEN,19.735,27.555,15.64,7.82,23.645,38.47,54.11,1.406550559
5227,XS836874b,418.1111043,419.1183893,O=C(C=1C=CC=C(C1)S(=O)(=O)NC=2C=CC=CC2F)N3CCN4C(=O)NCC4C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,10.792,11.3,1.016,0.508,11.046,20.584,21.6,1.049358725
5228,XS845569a,413.1773127,414.1845977,CCS(=O)(=O)N1CC=2C=CC=CC2CC1C(=O)N3CCN(CC3)C=4C=CC=CC4,RED,,,,,,,,,GREEN,17.556,18.325,1.538,0.769,17.9405,34.112,35.65,1.045086773,single,,,,,,,,,single,,,,,,,,
5229,XS845570a,408.0910558,409.0983408,CC(OC=1C=CC=C(Cl)C1)C(=O)N2CCN(CC2)S(=O)(=O)C=3C=CC=CC3,GREEN,13.769,15.431,3.324,1.662,14.6,26.538,29.862,1.125254352,GREEN,15.115,15.327,0.424,0.212,15.221,29.23,29.654,1.014505645,GREEN,19.066,19.571,1.01,0.505,19.3185,37.132,39.142,1.054131208,GREEN,17.598,19.295,3.394,1.697,18.4465,34.196,37.59,1.099251374
5230,XS838944b,407.144967,408.152252,CC1=CN2CCN(CC2=N1)C=3C=C(C)C(=CN3)S(=O)(=O)N4CCSC(C)C4,check,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
5231,XS845574a,409.2035275,410.2108125,COC=1C=CC(=CC1NC(C)C(=O)N2CCCC2)S(=O)(=O)N3CCCCCC3,GREEN,12.709,13.094,0.77,0.385,12.9015,24.418,25.188,1.031534114,GREEN,12.159,12.395,0.472,0.236,12.277,23.318,23.79,1.020241873,single,,,,,,,,,GREEN,19.735,21.535,3.6,1.8,20.635,38.47,42.07,1.093579413
5232,XS845575a,401.185175,402.19246,CC=1NC2=NC=NN2C(=O)C1CCC(=O)NC(CC=3C=CC=CC3)C=4C=CC=CC4,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,11.156,11.595,0.878,0.439,11.3755,21.312,22.19,1.041197447
5233,XS838033b,405.0211847,406.0284697,CCOC(=O)C1=C(N)OC=2C=C(C)OC(=O)C2C1C=3C=CC=C(Br)C3,single,,,,,,,,,GREEN,13.622,14.616,1.988,0.994,14.119,26.244,28.232,1.075750648,GREEN,14.716,15.899,2.366,1.183,15.3075,28.432,31.798,1.118387732,single,,,,,,,,
5234,XS699816b,419.1303625,420.1376475,COC=1C=C2CCN(C(=O)C3=CN4C=CC=CC4=N3)C(C5=CC=CS5)C2=CC1OC,GREEN,17.951,18.639,1.376,0.688,18.295,34.902,36.278,1.039424675,GREEN,14.533,14.808,0.55,0.275,14.6705,28.066,28.616,1.019596665,single,,,,,,,,,RED,,,,,,,,
5235,XS845571a,404.1405929,405.1478779,CCOC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=C(C2)C(=O)NCC3CCCO3,GREEN,12.67,13.21,1.08,0.54,12.94,24.34,25.42,1.044371405,single,,,,,,,,,single,,,,,,,,,GREEN,19.209,20.05,1.682,0.841,19.6295,37.418,39.1,1.044951628
